tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,jumlah_promosi,day_after,day,month,year
1984,2,0,179128161,0,0,26,154633,1410376,205559,247646,0,7,9,0,6,560,14,7,2013
1984,1,2,31299799,1,0,19,12999,69506,10303,913,6,6,3,1,0,560,14,7,2013
1982,2,2,140368124,0,0,13,44506,923996,243250,58918,1,3,8,0,5,560,11,7,2013
1948,0,2,51925000,0,0,91,50575,149702,277151,97104,4,3,5,0,0,308,3,11,2012
1958,2,3,126979637,0,1,38,114863,451487,83943,66609,7,8,7,0,6,567,18,7,2013
1984,2,2,150231579,0,0,90,166724,865141,107154,200189,1,9,7,0,4,561,14,7,2013
1970,2,3,86161000,0,1,91,0,115311,2023,0,5,7,3,0,6,284,10,10,2012
1974,3,1,168562367,0,0,56,44718,801072,189044,120269,0,2,10,0,5,558,11,7,2013
1966,4,0,74372000,1,1,58,6069,14161,0,10115,0,1,1,0,0,498,12,5,2013
1980,2,1,80003000,1,0,95,0,44506,8092,8092,0,3,2,0,0,705,5,12,2013
1980,2,0,162207168,0,0,27,262837,1626246,350352,10675,1,5,5,0,6,561,16,7,2013
1955,4,3,62848000,0,1,0,0,0,6069,4046,3,1,1,0,0,577,30,7,2013
1994,1,0,49830166,1,0,68,1600,62312,5113,3512,0,5,0,0,0,561,13,7,2013
1965,2,0,140519065,0,0,12,18087,88604,32686,22901,0,8,4,0,4,561,13,7,2013
1960,3,1,192652639,0,0,60,152539,1604447,142186,119428,0,6,7,0,5,561,17,7,2013
1990,2,1,92132000,1,0,71,22253,60690,34391,17583,0,0,2,0,1,769,7,2,2014
1969,1,1,118597973,0,1,41,39545,192415,123140,107679,0,9,9,0,3,566,18,7,2013
1983,3,2,77632000,1,0,51,8092,60690,6069,2023,3,1,1,0,1,640,1,10,2013
1950,2,3,121322000,0,0,32,28322,206346,269059,34391,0,4,2,0,5,686,16,11,2013
1966,4,2,86346000,1,1,66,0,60690,2023,0,7,7,4,0,0,281,7,10,2012
1970,4,1,74969000,1,0,10,6069,30345,0,0,0,4,2,0,0,790,28,2,2014
1959,4,0,70754192,1,1,40,3278,24638,9961,1381,4,5,6,0,0,561,14,7,2013
1980,3,0,169656690,0,0,69,168968,1256914,78013,128328,1,6,6,0,6,559,11,7,2013
1965,1,2,139063099,0,0,69,154225,357705,177180,202176,1,7,6,0,4,567,18,7,2013
1961,2,2,175378000,0,0,69,58667,1537480,64736,155383,2,8,12,0,1,473,17,4,2013
1963,2,2,86675000,0,1,103,22253,180047,40460,18207,4,4,12,0,4,552,5,7,2013
1991,1,0,64059087,1,0,14,16064,37663,8032,1308,2,2,2,0,0,560,17,7,2013
1988,2,0,138739573,0,0,18,6660,918469,340562,116263,0,2,5,0,5,561,15,7,2013
1953,2,2,180644833,0,1,102,31093,630996,41660,2401,3,0,7,0,3,558,12,7,2013
1965,4,0,107825622,0,1,52,1491,13308,8944,11180,2,2,6,0,0,565,18,7,2013
1991,1,0,104893200,1,0,31,68866,448366,62963,70834,7,7,3,0,4,561,15,7,2013
1972,1,0,103049939,0,0,65,27447,184624,25320,36039,4,7,5,0,4,563,15,7,2013
1970,2,1,37576690,0,0,37,2219,37812,4242,2936,2,2,1,0,3,567,19,7,2013
1966,4,2,165912000,0,0,95,206346,1630538,32368,135541,0,7,8,0,4,694,24,11,2013
1980,0,2,36446435,0,0,0,13794,25174,14169,17300,0,0,2,0,0,562,16,7,2013
1961,2,1,76472934,1,1,90,3593,44267,6741,7920,1,2,2,0,1,561,16,7,2013
1984,2,1,77066367,1,0,42,717,45418,6656,31616,0,2,4,0,1,562,16,7,2013
1958,2,1,131774000,0,0,25,345933,1646722,50575,86521,3,2,7,0,6,377,11,1,2013
1986,2,1,151517000,0,0,6,56644,1399916,428876,50575,2,5,4,0,6,414,17,2,2013
1964,3,1,166365509,0,0,54,96993,895794,289735,35416,1,0,12,0,5,559,10,7,2013
1961,3,1,33084000,1,1,97,2023,30345,0,4046,3,3,6,0,2,777,15,2,2014
1954,2,0,162220095,0,0,79,69212,987500,188964,148237,0,3,5,0,5,562,15,7,2013
1981,3,1,164921611,0,0,23,40460,806333,48513,43446,0,4,7,0,5,560,11,7,2013
1979,1,1,126713985,0,0,29,67766,605508,185927,224502,1,4,10,0,1,561,15,7,2013
1969,2,0,185250893,0,0,57,58907,656115,189186,153099,0,6,7,0,5,561,14,7,2013
1961,2,2,166347507,0,0,62,150873,1667519,235766,192119,0,8,10,0,4,562,16,7,2013
1963,4,0,46578000,1,1,99,2023,16184,2023,0,6,1,5,0,0,877,26,5,2014
1962,2,0,85031207,1,1,6,2088,152114,26037,35238,6,5,5,0,6,562,14,7,2013
1978,1,1,35881130,0,0,7,17316,21929,16669,17923,0,4,2,0,6,567,19,7,2013
1972,3,1,136711000,0,1,70,16184,301427,50575,22253,2,6,6,0,0,794,4,3,2014
1960,2,2,43316241,1,0,30,2246,18896,7198,5615,0,2,4,0,1,565,18,7,2013
1971,4,2,135072273,0,0,45,6006,910683,56122,126653,4,8,11,0,2,566,17,7,2013
1973,3,2,77127000,1,0,64,14161,34391,10115,0,3,0,2,0,0,730,30,12,2013
1951,2,3,131636000,0,1,81,258944,441014,165886,16184,1,6,15,0,1,507,21,5,2013
1955,2,0,152138143,0,0,31,158617,336355,110889,74313,3,10,3,0,4,568,18,7,2013
1973,1,2,46953491,1,0,91,14757,44294,20320,60,2,2,4,0,2,556,9,7,2013
1965,3,0,130501481,0,0,14,13775,184608,13621,8014,2,5,8,0,1,567,16,7,2013
1956,2,1,79620374,0,1,74,3228,101079,9556,6457,1,4,3,0,0,563,16,7,2013
1972,2,0,48512549,1,0,18,11268,29648,10071,24972,1,3,3,0,3,561,15,7,2013
1973,2,2,60261653,1,0,60,12138,39104,24276,18207,2,3,2,0,0,769,7,2,2014
1961,2,2,82114101,1,1,47,10115,237434,408,35519,7,6,4,0,5,562,16,7,2013
1976,2,2,69367375,1,0,65,8814,29934,7345,10283,1,1,3,0,0,560,12,7,2013
1974,2,2,31808839,1,0,93,7542,42627,3149,33697,7,7,5,0,0,560,13,7,2013
1985,3,1,183833530,0,0,80,152968,1562328,108599,96829,2,6,9,0,3,561,14,7,2013
1957,3,2,160417215,0,0,55,25228,1207413,138493,62457,0,2,9,0,2,560,15,7,2013
1957,2,2,156840823,0,0,30,103646,994477,177304,215298,0,6,7,0,5,562,16,7,2013
1971,2,1,72683513,1,0,16,17716,140843,8950,10115,3,4,3,0,6,562,14,7,2013
1965,2,2,37631000,1,1,51,0,50575,13016,4046,4,3,1,0,3,757,26,1,2014
1962,3,3,113048111,0,1,46,7904,133555,4907,10115,3,10,4,0,4,567,17,7,2013
1978,4,1,105210841,0,1,58,8222,319826,17619,24145,1,1,8,0,0,559,12,7,2013
1967,2,1,81073544,1,0,32,4960,201704,7215,32135,4,5,2,0,5,567,17,7,2013
1973,1,2,190397914,0,0,11,80895,449800,183849,227691,0,7,8,0,2,561,16,7,2013
1971,1,3,103411000,0,0,95,105196,473382,202300,206346,4,6,8,0,2,230,17,8,2012
1967,2,0,93297936,0,1,40,10008,48232,10611,2839,4,5,4,0,5,561,15,7,2013
1957,2,3,97386041,0,1,64,4252,50893,260,8123,3,8,6,0,3,563,16,7,2013
1985,0,2,42638597,1,0,52,9942,23071,21438,26077,2,1,4,0,1,560,12,7,2013
1957,2,1,138932521,0,1,33,40839,332644,27641,58224,1,6,8,0,4,561,15,7,2013
1970,3,1,54913060,0,0,90,26835,209828,47065,33175,0,0,9,0,0,560,14,7,2013
1987,2,2,165046251,0,0,11,38197,755480,32809,58831,1,3,7,0,5,560,11,7,2013
1984,4,0,99923000,1,0,83,0,30345,0,4046,4,1,2,0,1,517,31,5,2013
1932,4,1,169261229,0,0,39,170627,802189,136196,81976,1,4,9,0,3,568,20,7,2013
1963,3,1,133669194,0,0,22,24064,1046419,74909,79581,0,1,13,0,4,560,13,7,2013
1958,3,1,133957495,0,1,87,111461,489331,3491,32368,2,7,7,0,3,562,15,7,2013
1960,2,1,110773895,0,1,55,35062,265090,22627,1874,6,8,8,0,4,561,16,7,2013
1964,4,2,128066000,0,1,20,40460,141610,24276,0,2,3,7,0,0,831,10,4,2014
1971,2,2,274966726,0,0,37,142414,76115,155315,14924,0,5,6,0,0,561,17,7,2013
1969,2,2,135231616,0,0,30,89909,508162,71259,20874,3,6,9,0,6,568,19,7,2013
1966,2,0,94476485,0,1,23,9820,52303,10916,0,4,4,3,0,5,565,15,7,2013
1973,3,2,110243485,1,1,4,19650,276905,23580,14187,9,5,7,0,4,558,10,7,2013
1968,3,3,134035000,0,1,69,26299,210392,50575,24276,0,12,8,0,1,479,23,4,2013
1973,3,0,139966682,0,0,30,32211,997810,121029,86032,2,2,4,0,5,562,15,7,2013
1959,1,2,99296845,0,1,86,8218,102175,9988,504,2,2,4,0,0,568,19,7,2013
1985,2,1,156707319,0,0,44,12119,653759,23431,71208,0,0,8,0,3,560,11,7,2013
1948,3,0,115036000,2,1,78,6069,26299,16184,2023,1,2,3,0,0,320,15,11,2012
1964,3,2,98417318,0,1,58,62,22032,186,4232,2,4,1,0,1,567,20,7,2013
1970,2,1,138411000,0,0,60,143364,637245,329749,149702,3,6,3,0,0,662,23,10,2013
1983,1,1,40762000,1,0,11,10115,16184,12138,14161,1,2,4,0,1,394,28,1,2013
1959,2,2,150100639,0,0,46,127193,307425,90571,44549,1,7,8,0,4,562,16,7,2013
1975,3,3,112586894,1,0,2,20994,138317,6012,5012,1,4,4,0,0,560,14,7,2013
1948,2,2,163837190,0,0,32,232949,1279759,64859,101273,0,4,9,0,1,568,19,7,2013
1985,2,0,63150385,1,0,86,8092,170047,2767,14694,6,3,6,0,0,560,14,7,2013
1973,2,1,110566000,0,1,35,115311,742441,242760,208369,6,11,6,0,0,488,2,5,2013
1970,3,3,111528669,0,1,17,16283,235298,18074,10115,7,6,6,0,4,563,16,7,2013
1954,2,0,100174000,0,1,101,0,48552,32368,8092,2,5,3,0,0,658,19,10,2013
1957,1,0,96961929,0,1,6,36951,113310,110095,14593,3,4,6,0,1,568,22,7,2013
1969,2,3,60386000,1,0,83,8092,54621,0,10115,3,0,1,0,1,664,25,10,2013
1974,2,3,93642000,0,1,55,14161,113288,20230,0,5,8,5,0,0,414,17,2,2013
1949,3,2,173242591,0,0,7,60852,1026630,218726,232643,0,1,11,0,6,558,12,7,2013
1966,4,1,67448000,1,1,78,2023,12138,0,0,2,4,3,0,1,361,26,12,2012
1963,2,2,151803607,0,1,67,107156,427763,153095,80006,2,8,8,0,4,561,16,7,2013
1964,2,2,82860000,0,0,89,68782,26299,6069,46529,2,4,5,0,0,845,24,4,2014
1972,4,3,117001000,0,1,87,8092,131495,6520,10115,3,9,9,0,0,383,17,1,2013
1981,2,2,166315847,0,0,41,209524,1407631,45199,291633,2,5,6,0,5,561,15,7,2013
1957,1,0,125799934,0,1,78,29589,443308,72294,180180,0,2,5,0,0,561,14,7,2013
1975,2,2,131001000,0,0,89,86989,774809,32368,14161,1,3,12,1,0,794,4,3,2014
1980,1,0,50532000,1,0,89,12138,0,26299,0,0,0,3,0,1,242,29,8,2012
1974,2,4,81880000,0,1,103,4046,4046,2023,8092,2,0,3,0,0,773,11,2,2014
1968,2,0,145337799,0,0,0,44449,1341501,362361,217910,3,3,11,0,0,568,18,7,2013
1979,4,3,108105384,1,1,55,8774,66936,21620,16234,1,4,2,0,0,561,15,7,2013
1956,2,1,140859812,0,0,52,41358,299210,12372,42131,1,4,7,0,4,560,15,7,2013
1972,1,1,118800405,0,1,37,44956,198001,141294,118851,0,9,9,0,3,565,18,7,2013
1956,2,0,96145000,1,1,45,6069,82401,12224,12138,0,4,4,0,1,800,10,3,2014
1963,2,1,161488617,0,0,49,138076,872435,254655,102790,0,2,10,0,6,561,14,7,2013
1987,2,1,95519834,1,0,72,28322,275128,82943,76874,5,5,7,0,0,317,12,11,2012
1970,2,3,163718537,0,0,34,322192,1024380,320671,245035,0,2,4,0,0,565,18,7,2013
1987,2,0,38730236,0,0,0,11623,13579,13999,1765,0,0,2,0,3,565,18,7,2013
1967,2,1,102064693,0,1,59,11473,62942,33757,21489,1,6,4,0,4,562,17,7,2013
1963,1,1,140679000,0,0,93,66759,254898,74851,62713,0,3,9,0,0,417,20,2,2013
1964,3,2,109724721,0,1,25,76327,320065,172050,103057,4,6,8,0,1,567,18,7,2013
1970,2,3,74547000,1,1,66,10115,34391,8092,0,4,2,2,0,0,399,2,2,2013
1970,2,2,75256000,1,0,12,14161,242760,27029,36414,6,6,5,0,6,324,19,11,2012
1968,3,1,130652813,0,1,19,81021,216893,0,77825,2,6,9,0,2,561,15,7,2013
1966,2,1,102076892,0,1,65,9636,56378,24514,20176,2,7,5,0,4,565,18,7,2013
1954,2,1,186059251,0,0,21,226105,1330970,492526,303271,0,3,10,0,2,568,18,7,2013
1955,2,0,34122861,0,0,69,11619,22881,13861,6178,3,1,5,0,2,560,14,7,2013
1982,1,1,55146412,1,0,68,7688,20232,33190,14968,2,0,4,0,3,559,14,7,2013
1976,2,1,127897758,0,0,83,36414,483497,208369,374255,3,8,7,0,0,250,6,9,2012
1966,4,0,131713000,0,0,84,46529,853706,42483,84966,0,0,9,0,0,796,6,3,2014
1986,3,0,84826019,0,0,21,143504,497838,158000,118944,2,2,12,0,6,560,15,7,2013
1959,2,1,131330562,0,0,88,196947,262935,144975,65649,1,6,7,0,2,567,19,7,2013
1981,3,0,147303190,0,0,25,81542,1651774,61358,125882,0,4,9,0,2,560,14,7,2013
1979,2,2,66888000,1,0,67,16184,109242,22253,12138,6,5,2,0,1,485,29,4,2013
1971,2,2,116082000,1,1,30,6069,32368,4046,6069,1,0,5,0,0,855,4,5,2014
1963,2,2,53166898,1,0,81,5053,6094,1024,5036,0,4,1,0,0,567,18,7,2013
1972,2,2,56171838,1,0,31,36732,271929,84732,41136,4,7,1,0,0,567,19,7,2013
1968,3,0,192413980,0,0,52,177339,1666917,156627,165261,0,6,8,0,5,562,15,7,2013
1966,3,2,124566842,0,0,74,105034,817779,150987,91906,3,11,4,0,5,562,17,7,2013
1949,2,3,161207274,0,0,51,38437,1172899,353191,46516,4,1,10,0,2,561,16,7,2013
1966,4,1,109546074,0,1,12,99076,338092,223810,92224,3,7,9,0,1,565,17,7,2013
1970,2,1,76220907,1,0,56,10687,36906,16054,11985,2,2,3,0,1,561,17,7,2013
1984,2,2,76915458,0,0,22,49262,73640,82279,48755,1,1,2,0,5,560,14,7,2013
1987,0,2,34575181,1,0,43,11443,19994,25058,23729,3,3,1,0,2,567,17,7,2013
1960,1,1,164337705,0,0,78,48247,683045,294069,71079,0,3,10,0,5,561,15,7,2013
1981,0,0,45188439,1,0,58,15351,34984,36892,1190,0,1,2,0,2,559,13,7,2013
1985,3,0,84486733,0,0,29,103501,373328,120615,85458,1,5,9,0,6,560,15,7,2013
1975,1,0,51603790,1,0,21,11863,23127,23623,21730,1,2,2,0,3,562,16,7,2013
1962,2,1,175072539,0,0,49,65929,1103622,114781,180299,1,5,10,0,6,561,14,7,2013
1978,2,0,80016842,1,0,33,20106,210797,30869,6099,2,9,2,0,3,561,17,7,2013
1952,2,2,134480907,0,0,37,78788,295931,35411,40076,2,6,7,0,4,560,14,7,2013
1979,2,2,31650587,2,0,101,3907,55045,7608,10805,5,8,5,0,0,558,10,7,2013
1961,2,0,168151000,0,0,92,258944,1994678,390439,78897,1,5,5,0,0,731,31,12,2013
1982,1,1,165467829,0,0,24,55014,757235,132522,49150,2,2,10,0,5,560,12,7,2013
1971,3,2,75351000,1,1,15,0,12138,0,0,2,0,2,0,0,838,17,4,2014
1968,2,0,106063480,0,1,75,2023,23027,344,1994,0,0,1,0,3,560,15,7,2013
1994,2,0,142862567,0,0,59,301427,673659,194208,186116,3,7,8,0,0,857,6,5,2014
1969,4,1,60382164,1,0,19,2607,7792,9245,0,3,0,3,0,3,560,16,7,2013
1962,3,4,170932608,0,0,35,69111,1289572,133712,196081,1,4,10,0,3,560,13,7,2013
1973,3,1,42676000,0,0,93,12138,36414,10115,0,2,5,3,0,0,550,3,7,2013
1972,2,0,48420519,1,0,18,11172,29825,10003,24795,1,3,3,0,3,561,15,7,2013
1959,2,2,172872227,0,0,0,134728,899529,221725,320264,1,4,7,0,6,560,16,7,2013
1943,3,2,134976056,0,1,103,79571,528902,44167,28996,3,10,10,0,0,561,15,7,2013
1966,3,1,121369510,0,1,40,22253,574555,33378,44504,5,9,7,0,6,567,17,7,2013
1962,3,1,116940291,0,1,59,5168,82987,5935,7914,3,6,4,0,1,562,15,7,2013
1957,4,1,168919625,0,0,39,80765,546916,88482,88650,0,4,13,0,3,565,18,7,2013
1981,1,0,155753998,0,1,41,243001,589793,38493,79706,3,3,10,0,0,560,14,7,2013
1959,2,2,53942000,1,1,83,0,42483,0,2023,4,0,2,0,0,790,28,2,2014
1989,1,1,165063561,0,0,11,36439,702057,58769,54613,2,2,9,0,5,560,13,7,2013
1969,3,2,123912664,0,0,79,6326,173565,11388,15184,1,7,5,0,4,565,18,7,2013
1971,2,2,102431000,0,2,63,208369,542164,151725,200277,3,9,12,0,0,398,1,2,2013
1950,3,2,166028000,0,0,83,26299,845614,76874,86989,0,11,5,0,4,687,17,11,2013
1984,3,2,168258502,0,0,39,128893,1122267,73701,273837,0,3,7,0,5,561,16,7,2013
1972,3,1,143326082,0,0,25,161785,910746,146461,69678,0,4,3,0,0,568,20,7,2013
1978,2,0,79916913,1,0,33,18596,190977,16573,6477,2,9,2,0,3,561,17,7,2013
1962,3,1,163030847,0,0,86,143289,755342,175989,103882,3,6,10,0,4,565,19,7,2013
1945,3,3,101608444,0,0,73,211933,825637,281127,209910,0,4,10,0,3,568,18,7,2013
1980,2,0,84155689,1,0,39,22282,144582,47751,28850,1,9,3,0,6,561,17,7,2013
1964,2,3,116507000,0,1,55,2023,392462,80920,99127,4,6,4,0,1,413,16,2,2013
1951,3,2,137698711,0,1,70,33369,175113,2744,8781,3,10,3,0,3,561,15,7,2013
1990,2,0,185579823,0,0,13,63842,365221,134624,74642,2,13,10,0,5,561,14,7,2013
1969,4,1,60447611,1,0,19,1578,9507,9588,0,3,0,3,0,3,560,16,7,2013
1989,2,0,134165000,0,0,25,374255,1173340,54621,58667,1,3,9,0,2,598,20,8,2013
1979,3,2,70021000,1,0,92,2023,8092,0,0,0,3,3,0,5,734,3,1,2014
1992,2,2,99054000,0,0,68,283220,942718,125426,142108,0,6,11,0,0,520,3,6,2013
1975,2,0,144015920,0,0,20,112685,508615,167965,61946,2,3,9,0,1,561,16,7,2013
1961,3,1,166508277,0,0,63,101004,871962,307265,35358,2,0,13,0,5,560,11,7,2013
1969,3,1,191068541,0,0,13,135095,1119625,359254,175737,0,3,8,0,2,561,17,7,2013
1957,3,2,160510316,0,0,53,37511,994504,75907,73249,0,2,7,0,2,561,15,7,2013
1988,2,1,118214963,0,0,5,68177,170745,129182,12198,0,2,7,0,0,565,19,7,2013
1961,3,0,96074678,0,1,78,2113,96582,17538,12588,5,6,5,0,3,567,16,7,2013
1965,2,0,125377554,0,0,63,3001,362517,188561,72227,1,5,3,0,0,565,17,7,2013
1984,1,1,42658081,1,0,30,1781,7933,2347,0,0,2,5,0,0,560,17,7,2013
1969,2,0,107130155,0,1,73,8384,115288,10337,5203,0,3,1,0,3,561,15,7,2013
1963,2,2,87027000,1,1,60,2023,16184,4046,0,1,3,4,0,0,543,26,6,2013
1955,2,0,165725224,0,0,79,140968,1839927,82186,145985,0,3,10,0,4,561,16,7,2013
1966,2,2,95951658,0,1,48,3629,44506,3213,0,4,4,7,0,5,567,19,7,2013
1956,3,0,92885433,0,0,34,26355,44303,1791,17108,3,4,4,0,5,563,14,7,2013
1969,2,2,79207000,1,1,53,2023,42483,20230,8092,3,6,1,0,0,578,31,7,2013
1968,2,1,102057108,0,1,55,12616,67023,38328,22305,1,6,3,0,4,567,18,7,2013
1979,2,0,143697204,0,0,48,75954,1158394,247266,97931,2,2,8,0,1,558,12,7,2013
1961,2,0,200768765,0,0,35,44777,1278447,235891,226124,0,4,9,0,5,560,12,7,2013
1972,2,3,152138000,0,1,93,28322,629153,66759,62713,2,11,3,0,0,624,15,9,2013
1981,0,1,27577486,1,0,32,7500,18207,8676,13634,0,2,2,0,2,565,17,7,2013
1969,3,1,69282530,1,0,54,0,15611,4924,4312,0,0,2,0,1,560,15,7,2013
1960,3,1,133969149,0,0,12,22433,879738,65639,66738,1,2,12,0,4,562,16,7,2013
1976,2,2,58376000,0,1,90,4046,30345,0,2023,1,0,2,0,0,676,6,11,2013
1957,2,2,121774000,0,0,46,119357,542164,271082,115311,0,2,4,0,0,498,12,5,2013
1978,3,2,86681000,0,1,1,16184,127449,2023,22253,5,3,8,0,0,561,14,7,2013
1951,2,1,160693675,0,0,83,38727,1000687,81675,98570,0,10,5,0,4,561,14,7,2013
1967,3,0,124363322,0,1,77,97024,424017,93010,31794,0,7,7,0,5,560,13,7,2013
1983,3,0,76294409,0,0,23,4060,220505,34316,267,3,7,5,0,5,561,17,7,2013
1949,3,3,135207280,0,1,23,11621,58054,13644,3571,4,5,7,0,4,565,18,7,2013
1961,1,1,112638720,0,1,50,11599,54082,1449,1146,4,6,7,0,5,565,18,7,2013
1983,4,1,92737000,1,0,18,0,202300,0,0,6,7,8,0,1,344,9,12,2012
1975,3,2,174508008,0,0,60,38653,1693315,45142,195104,1,6,7,0,6,561,13,7,2013
1961,3,2,124586751,0,1,65,51506,641820,90813,75433,5,10,5,0,5,567,18,7,2013
1968,2,2,128712596,0,0,73,19308,233001,36977,16747,1,8,14,0,1,568,19,7,2013
1974,2,1,117510520,1,1,52,9157,51951,521,4431,6,7,5,0,4,561,15,7,2013
1948,2,2,91273000,1,1,84,4046,14161,10115,0,4,0,1,0,4,738,7,1,2014
1954,2,2,76683000,1,1,94,0,26299,4046,0,1,0,3,1,1,310,5,11,2012
1953,2,3,90661774,0,1,53,31241,145875,4493,28545,4,7,0,0,0,561,16,7,2013
1970,2,1,146026000,1,2,90,113288,987224,193275,62713,7,0,4,0,0,466,10,4,2013
1979,3,2,183142000,1,0,20,0,971040,0,163122,0,4,7,0,0,231,18,8,2012
1984,0,0,52690222,0,0,8,1018,665,2715,16862,0,3,3,1,0,560,18,7,2013
1978,1,1,120691815,0,1,16,37320,194908,85166,93467,0,8,8,0,3,561,16,7,2013
1971,4,1,159668658,0,0,20,182075,1325143,96021,88244,0,2,6,0,0,569,20,7,2013
1951,4,2,122664454,0,1,2,22569,76578,5867,6101,5,8,8,0,0,561,16,7,2013
1957,2,1,116449802,0,1,16,4046,82919,35005,38222,1,0,5,0,0,567,17,7,2013
1965,3,0,97546095,0,0,80,147081,411888,95175,75834,1,8,10,0,6,560,14,7,2013
1963,1,1,81577954,1,0,74,14252,30946,21822,12095,1,1,2,0,2,560,14,7,2013
1988,2,3,166344000,0,0,17,40460,861798,62713,125426,3,2,9,0,6,788,26,2,2014
1976,2,1,78648205,1,0,11,0,67687,6298,8997,1,3,1,0,5,560,14,7,2013
1975,3,0,82428675,0,0,15,101862,379343,108915,74195,3,2,8,0,6,560,16,7,2013
1980,3,1,134627705,0,0,34,170045,677290,54621,99508,3,6,11,0,2,567,17,7,2013
1957,4,0,81804000,2,1,23,0,18207,0,0,0,1,4,0,3,709,9,12,2013
1976,4,0,165066383,0,0,39,1152,1028265,199137,52186,0,7,9,0,0,561,11,7,2013
1972,2,0,174411738,0,0,24,86939,1500544,101389,270234,0,8,9,0,6,560,14,7,2013
1973,4,2,178308000,0,0,6,42483,554302,0,42483,2,3,4,0,2,258,14,9,2012
1959,3,0,190378652,0,0,24,106186,1398159,349951,254130,0,3,10,0,2,561,15,7,2013
1968,2,2,95207049,0,1,33,2879,44506,1712,470,4,4,6,0,5,567,19,7,2013
1988,2,2,58533716,1,0,55,4046,22253,6069,6069,1,2,1,0,0,550,3,7,2013
1976,1,3,62131000,1,0,53,8092,10115,14161,0,1,3,1,0,0,772,10,2,2014
1967,3,3,170456121,0,0,65,182959,1728917,138738,176524,2,2,4,0,3,561,16,7,2013
1951,2,2,150547376,0,0,85,173883,984660,85835,97832,1,12,7,0,2,568,19,7,2013
1989,4,1,159039000,0,0,38,86989,975086,4046,80920,1,4,14,0,1,867,16,5,2014
1964,4,2,115884000,0,1,63,121380,857752,159817,113288,5,4,9,0,0,576,29,7,2013
1954,2,0,152559483,0,0,81,56644,995316,54621,24276,2,5,6,0,0,330,25,11,2012
1983,2,0,23117000,1,0,75,12138,60690,20230,0,2,1,0,0,3,440,15,3,2013
1975,2,2,72883000,0,1,11,0,24276,6069,2023,0,0,3,0,0,289,15,10,2012
1974,2,1,72888009,0,1,12,0,24158,5951,2101,0,0,3,0,0,560,13,7,2013
1968,2,0,148884000,0,0,62,285243,1114673,453152,54621,1,3,9,0,0,708,8,12,2013
1968,2,4,63091000,1,1,28,0,34391,18207,12138,3,0,2,0,0,361,26,12,2012
1963,2,4,170563967,0,0,52,79438,1558814,130762,205421,0,4,7,0,3,560,14,7,2013
1967,3,2,147957000,1,0,4,62713,271082,20230,0,1,5,12,0,4,453,28,3,2013
1970,2,2,172971440,0,0,3,156028,963677,183691,353185,0,7,5,0,6,561,17,7,2013
1977,4,1,166416635,0,0,75,32337,370430,62840,55390,2,7,5,0,6,560,11,7,2013
1958,2,2,148748094,0,0,52,224992,884429,360551,251492,1,5,10,0,2,568,19,7,2013
1966,2,0,105587214,0,1,61,2023,34367,5384,1574,1,0,1,0,3,561,16,7,2013
1967,3,1,100379000,1,1,45,91035,99127,180047,143633,6,7,5,0,0,503,17,5,2013
1965,2,0,140382932,0,1,18,12353,70626,33792,13562,0,8,5,0,4,561,15,7,2013
1969,3,1,164609000,0,0,80,273105,859775,115311,186116,2,1,15,0,1,290,16,10,2012
1977,1,1,100320912,0,0,56,8452,2737730,14189,12498,0,1,2,0,3,557,11,7,2013
1961,1,2,65027347,0,0,72,7157,47370,1088,17553,3,0,1,0,2,562,15,7,2013
1967,3,0,124239250,0,1,69,94851,299574,79230,12768,1,5,9,0,5,561,15,7,2013
1959,2,0,148036205,0,1,73,84665,781475,52177,147258,1,2,6,0,0,561,16,7,2013
1968,2,0,15290550,1,0,58,694,25257,20108,14794,2,2,4,0,1,567,18,7,2013
1966,1,1,66147269,0,0,24,204515,200603,244460,28898,3,3,5,0,2,567,18,7,2013
1969,3,0,174846689,0,0,74,194044,1688389,257926,217506,1,8,9,0,6,560,15,7,2013
1973,2,1,34563263,1,0,84,17956,18757,24624,15633,3,2,2,0,2,567,18,7,2013
1982,2,2,64211667,1,0,1,10705,23775,430,1342,1,2,4,0,0,560,14,7,2013
1958,1,1,176336000,0,0,15,52598,1021615,123403,279174,0,7,8,0,4,266,22,9,2012
1957,2,2,113947000,0,1,38,44506,267036,2023,12138,1,3,8,0,0,831,10,4,2014
1956,1,1,151953797,0,0,22,271320,463123,114227,287057,3,2,9,0,1,568,20,7,2013
1963,2,2,120720092,0,1,25,26189,194826,18498,182,2,0,8,0,1,561,17,7,2013
1955,2,1,110588665,0,0,63,41026,256920,28565,1456,5,9,8,0,4,561,15,7,2013
1980,3,2,138328658,0,0,71,203881,596610,40747,272969,0,7,4,0,4,567,19,7,2013
1960,1,1,164374000,0,0,85,40460,716142,305473,48552,0,3,11,0,5,596,18,8,2013
1943,1,1,108356668,0,0,22,70805,223853,99180,21161,0,8,3,0,4,566,17,7,2013
1968,2,1,150488921,0,0,16,201238,1495772,217865,214256,2,8,5,0,6,571,23,7,2013
1984,1,0,50059519,1,0,67,34732,58686,12489,21280,2,0,1,0,6,558,11,7,2013
