tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,tanggal_menjadi_anggota
1983,Magister,Rencana Menikah,87938000.0,1.0,0.0,31.0,8092.0,281197.0,16184.0,16184.0,7.0,13.0,8.0,0.0,2012-08-30
1990,Sarjana,Rencana Menikah,185220396.0,0.0,0.0,12.0,50960.0,270820.0,129228.0,58099.0,2.0,13.0,9.0,0.0,
1989,Sarjana,Sendiri,40011200.0,1.0,0.0,64.0,1336.0,22787.0,953.0,,1.0,0.0,0.0,0.0,
1954,Doktor,Sendiri,93293176.0,0.0,,27.0,30866.0,46057.0,,19113.0,2.0,4.0,3.0,0.0,
1951,Sarjana,Rencana Menikah,110017625.0,0.0,0.0,51.0,49412.0,243817.0,49006.0,6173.0,3.0,9.0,7.0,,
1965,Sarjana,Rencana Menikah,100828313.0,0.0,0.0,50.0,10115.0,65222.0,12097.0,0.0,0.0,2.0,3.0,0.0,
1955,Sarjana,Menikah,124153441.0,0.0,0.0,59.0,7284.0,,36812.0,14150.0,1.0,7.0,,0.0,
1986,Sarjana,Rencana Menikah,184519000.0,0.0,0.0,63.0,343910.0,1658860.0,190162.0,297381.0,1.0,5.0,10.0,0.0,2013-07-24
1968,Sarjana,Sendiri,,0.0,0.0,60.0,338319.0,1946760.0,,228669.0,0.0,5.0,7.0,0.0,
1980,Sarjana,Rencana Menikah,119145023.0,0.0,1.0,43.0,45380.0,192714.0,138899.0,110415.0,1.0,10.0,7.0,0.0,
1980,Sarjana,Menikah,114997747.0,0.0,0.0,45.0,97110.0,288253.0,41683.0,92533.0,3.0,4.0,7.0,0.0,
1965,Sarjana,Rencana Menikah,156989412.0,0.0,0.0,76.0,62551.0,878816.0,160138.0,90197.0,2.0,3.0,,0.0,
1976,Sarjana,Menikah,48635244.0,1.0,0.0,54.0,318.0,28966.0,46325.0,29496.0,1.0,2.0,,0.0,
1983,Sarjana,Menikah,166136490.0,,0.0,16.0,,924320.0,68965.0,110242.0,2.0,3.0,,0.0,
1979,Sarjana,Rencana Menikah,119037935.0,0.0,1.0,49.0,40519.0,186395.0,121723.0,98263.0,1.0,9.0,7.0,0.0,
1957,Magister,Rencana Menikah,93702693.0,0.0,1.0,65.0,1868.0,15252.0,1400.0,622.0,2.0,0.0,4.0,0.0,
1975,Sarjana,Sendiri,113424000.0,0.0,1.0,36.0,10115.0,165886.0,24276.0,44506.0,4.0,7.0,6.0,0.0,2014-03-24
1978,Doktor,Menikah,158917000.0,0.0,0.0,,192185.0,1327088.0,109242.0,109242.0,0.0,2.0,6.0,0.0,2013-11-22
1955,Magister,Menikah,138704883.0,,1.0,64.0,13062.0,83463.0,784.0,0.0,3.0,8.0,3.0,0.0,
1953,Magister,Menikah,112760691.0,0.0,0.0,53.0,18592.0,255176.0,13758.0,21137.0,3.0,10.0,6.0,0.0,
1985,Magister,Sendiri,194239041.0,0.0,0.0,28.0,212390.0,1775523.0,205962.0,286869.0,0.0,5.0,,0.0,
1958,Sarjana,Rencana Menikah,132414720.0,0.0,0.0,0.0,,1440761.0,,13181.0,2.0,2.0,6.0,0.0,
1951,Sarjana,Rencana Menikah,175901000.0,0.0,0.0,51.0,62713.0,691866.0,159817.0,68782.0,3.0,2.0,12.0,0.0,2013-05-15
1971,Doktor,Rencana Menikah,163534476.0,0.0,1.0,80.0,10119.0,581409.0,89007.0,66754.0,,5.0,,0.0,
1986,Magister,Sendiri,84892000.0,0.0,0.0,64.0,8092.0,109242.0,,14161.0,0.0,2.0,5.0,0.0,2013-10-28
1961,Magister,Cerai,158023179.0,0.0,0.0,,72166.0,478331.0,56361.0,49559.0,0.0,4.0,9.0,0.0,
1975,SMA,Menikah,,,1.0,16.0,0.0,289006.0,152955.0,17648.0,5.0,2.0,3.0,0.0,
1987,Sarjana,Sendiri,,1.0,0.0,12.0,10115.0,34391.0,8092.0,12138.0,2.0,1.0,,0.0,2012-12-30
1977,SMA,Rencana Menikah,,0.0,0.0,36.0,285243.0,1533434.0,317611.0,173978.0,1.0,6.0,6.0,0.0,2014-03-12
1949,Sarjana,Rencana Menikah,194642531.0,0.0,0.0,8.0,46673.0,1418772.0,135825.0,,0.0,3.0,6.0,0.0,
1966,Sarjana,Rencana Menikah,157362438.0,0.0,,83.0,54963.0,826563.0,106262.0,72637.0,2.0,3.0,4.0,0.0,
1972,Magister,Menikah,167563206.0,0.0,0.0,32.0,112109.0,879271.0,236396.0,165338.0,0.0,5.0,9.0,0.0,
1968,Sarjana,Menikah,156281009.0,0.0,0.0,23.0,141709.0,990543.0,360467.0,147778.0,0.0,6.0,4.0,,
1965,Sarjana,Menikah,45429000.0,2.0,1.0,25.0,0.0,24276.0,2023.0,0.0,3.0,0.0,2.0,0.0,2013-10-27
1967,Sarjana,Menikah,83588377.0,0.0,1.0,3.0,54452.0,192870.0,5934.0,56407.0,3.0,5.0,3.0,0.0,
1960,Sarjana,Rencana Menikah,165520560.0,0.0,0.0,72.0,74414.0,815882.0,,41124.0,1.0,1.0,12.0,0.0,
1956,Magister,Rencana Menikah,159176682.0,0.0,,28.0,106877.0,552364.0,88650.0,11877.0,0.0,10.0,5.0,0.0,
1959,Sarjana,Sendiri,185302000.0,0.0,1.0,79.0,62713.0,837522.0,216461.0,196231.0,0.0,3.0,6.0,0.0,2014-04-03
1971,Sarjana,,152822999.0,0.0,0.0,22.0,97997.0,,270045.0,1237.0,0.0,,10.0,0.0,
1964,Sarjana,Menikah,155606000.0,0.0,0.0,87.0,105196.0,1887459.0,412692.0,60690.0,0.0,7.0,,,2012-11-10
1951,Magister,,117386683.0,0.0,1.0,71.0,4279.0,154133.0,3578.0,31817.0,1.0,6.0,10.0,0.0,
1978,Sarjana,Sendiri,49800657.0,1.0,0.0,8.0,17470.0,32313.0,16866.0,,1.0,3.0,3.0,0.0,
1946,Doktor,Rencana Menikah,97524000.0,0.0,2.0,47.0,34391.0,143633.0,36414.0,,2.0,1.0,5.0,0.0,2013-10-05
1976,Doktor,Sendiri,114183432.0,1.0,1.0,71.0,122.0,10912.0,4094.0,4070.0,0.0,0.0,0.0,0.0,
1973,Magister,Menikah,119948693.0,0.0,1.0,77.0,2264.0,77115.0,9964.0,362.0,2.0,,4.0,0.0,
1985,SMA,Rencana Menikah,79831000.0,0.0,0.0,28.0,28322.0,273105.0,370209.0,,2.0,6.0,5.0,0.0,2013-07-26
1982,Sarjana,Menikah,79369527.0,1.0,0.0,81.0,53601.0,167021.0,60755.0,10115.0,1.0,3.0,2.0,0.0,
1969,Sarjana,Menikah,124172234.0,0.0,0.0,70.0,7267.0,159361.0,9664.0,12886.0,1.0,6.0,4.0,0.0,
1989,Sarjana,Menikah,52469000.0,1.0,0.0,31.0,2023.0,6069.0,10115.0,0.0,1.0,0.0,,0.0,2013-07-11
1965,Doktor,Rencana Menikah,111003000.0,0.0,2.0,47.0,4046.0,192185.0,0.0,24276.0,3.0,6.0,8.0,0.0,2013-05-07
1979,SMA,Rencana Menikah,65988341.0,0.0,0.0,15.0,11752.0,4046.0,15432.0,9479.0,1.0,1.0,,0.0,
1973,Magister,Sendiri,78932410.0,0.0,0.0,2.0,8802.0,35209.0,9241.0,11812.0,2.0,3.0,0.0,0.0,
1948,Sarjana,Cerai Mati,129098000.0,0.0,0.0,79.0,244783.0,507773.0,,84966.0,0.0,6.0,14.0,0.0,
1981,Sarjana,Sendiri,83952140.0,0.0,0.0,36.0,41962.0,201708.0,66210.0,41623.0,1.0,8.0,4.0,0.0,
1960,SMA,Rencana Menikah,164575060.0,0.0,0.0,82.0,46414.0,733632.0,307891.0,47249.0,0.0,2.0,11.0,0.0,
1960,Sarjana,Rencana Menikah,82470000.0,0.0,1.0,100.0,0.0,38437.0,8092.0,10115.0,1.0,3.0,8.0,,2013-10-15
1957,SMA,Menikah,166722000.0,0.0,0.0,35.0,103173.0,1699320.0,410669.0,279174.0,0.0,8.0,12.0,0.0,
1963,Sarjana,Menikah,,0.0,0.0,11.0,,700087.0,,137260.0,0.0,9.0,6.0,0.0,
1979,Magister,Sendiri,84682673.0,0.0,0.0,23.0,124267.0,428821.0,135372.0,101711.0,1.0,2.0,10.0,0.0,
1972,Doktor,Rencana Menikah,94326080.0,1.0,,66.0,919.0,56015.0,7082.0,10115.0,6.0,1.0,7.0,0.0,
1961,SMA,Rencana Menikah,110929447.0,0.0,1.0,71.0,12569.0,50922.0,2539.0,,4.0,5.0,5.0,0.0,
1963,Sarjana,Cerai Mati,170159650.0,0.0,0.0,71.0,90764.0,1854111.0,127526.0,210276.0,0.0,4.0,5.0,0.0,
1989,Sarjana,Sendiri,54059000.0,1.0,0.0,30.0,0.0,14161.0,0.0,12138.0,0.0,2.0,3.0,0.0,2014-04-28
1964,Magister,Rencana Menikah,,0.0,0.0,73.0,117805.0,1683704.0,93281.0,22873.0,,5.0,7.0,0.0,
1958,Sarjana,Sendiri,89982768.0,0.0,0.0,26.0,,79626.0,33817.0,41765.0,1.0,1.0,6.0,0.0,
1981,,Rencana Menikah,82863076.0,1.0,1.0,19.0,13003.0,39769.0,1192.0,,3.0,3.0,1.0,0.0,
1963,Sarjana,Cerai Mati,170236104.0,0.0,0.0,67.0,88622.0,1798272.0,128138.0,209358.0,0.0,4.0,5.0,0.0,
1966,Sarjana,Sendiri,139879643.0,0.0,1.0,38.0,17338.0,79235.0,,16734.0,1.0,8.0,5.0,0.0,
1961,Sarjana,Sendiri,166464941.0,0.0,0.0,78.0,109039.0,1916795.0,109944.0,188086.0,0.0,4.0,11.0,0.0,
1972,Doktor,Rencana Menikah,98977000.0,1.0,0.0,94.0,18207.0,339864.0,20230.0,20230.0,4.0,5.0,12.0,0.0,2012-08-14
1981,SMA,,139578000.0,1.0,,80.0,135541.0,208369.0,155771.0,40460.0,2.0,2.0,7.0,0.0,2013-11-29
1979,Sarjana,Cerai,162746000.0,0.0,0.0,48.0,,1114673.0,317611.0,86989.0,3.0,3.0,6.0,0.0,2014-06-10
1969,Sarjana,Rencana Menikah,84287315.0,1.0,1.0,42.0,,156392.0,10575.0,29964.0,5.0,5.0,5.0,0.0,
1967,Magister,Menikah,89591582.0,0.0,0.0,18.0,264.0,33524.0,,4134.0,0.0,4.0,4.0,0.0,
1963,Sarjana,Sendiri,129237000.0,0.0,1.0,51.0,28322.0,507773.0,22253.0,14161.0,6.0,1.0,11.0,0.0,2012-11-14
1951,Doktor,Menikah,,1.0,1.0,39.0,0.0,123403.0,0.0,4046.0,4.0,0.0,3.0,0.0,
1967,Magister,Cerai,129495000.0,0.0,1.0,67.0,32368.0,,32368.0,16184.0,3.0,8.0,9.0,0.0,2013-04-22
1963,Sarjana,Rencana Menikah,140441616.0,0.0,0.0,32.0,64709.0,800878.0,296914.0,124584.0,3.0,2.0,9.0,0.0,
1985,Sarjana,Rencana Menikah,180573521.0,0.0,0.0,82.0,82301.0,790868.0,,311758.0,1.0,6.0,,0.0,
1970,Sarjana,Menikah,40777000.0,1.0,1.0,51.0,12138.0,46529.0,6069.0,6069.0,5.0,1.0,1.0,0.0,2014-01-29
1974,Magister,Rencana Menikah,120326587.0,0.0,1.0,41.0,23294.0,602861.0,21311.0,27360.0,5.0,7.0,4.0,0.0,
1964,SMA,Sendiri,85217459.0,1.0,1.0,81.0,900.0,5372.0,0.0,4187.0,0.0,0.0,1.0,0.0,
1963,Sarjana,,74310069.0,0.0,0.0,,15023.0,174632.0,37010.0,20891.0,5.0,4.0,5.0,0.0,
1961,Magister,Sendiri,,0.0,1.0,74.0,,175212.0,18652.0,15806.0,5.0,6.0,5.0,0.0,
1948,Sarjana,,147552000.0,0.0,0.0,49.0,76874.0,333795.0,119357.0,24276.0,1.0,1.0,5.0,0.0,2014-03-09
1948,Magister,Sendiri,94343888.0,0.0,0.0,8.0,39915.0,50189.0,0.0,22735.0,1.0,4.0,2.0,0.0,
1960,Magister,Rencana Menikah,117210959.0,0.0,1.0,69.0,2929.0,118934.0,1813.0,17647.0,1.0,3.0,11.0,0.0,
1969,Sarjana,Cerai,82284000.0,1.0,1.0,59.0,8092.0,4046.0,,0.0,2.0,2.0,4.0,0.0,2013-02-22
1954,Magister,,132661000.0,0.0,2.0,7.0,20230.0,238714.0,70805.0,4046.0,3.0,6.0,13.0,0.0,2013-07-30
1962,Sarjana,Sendiri,166130082.0,0.0,0.0,89.0,159300.0,1798855.0,73140.0,153313.0,0.0,6.0,10.0,0.0,
1958,,Menikah,53952489.0,,1.0,86.0,3580.0,39830.0,5172.0,829.0,4.0,0.0,1.0,0.0,
1967,Sarjana,Rencana Menikah,114288714.0,0.0,1.0,56.0,894.0,36221.0,1788.0,4046.0,3.0,5.0,5.0,0.0,
1970,Sarjana,Cerai,134478669.0,0.0,0.0,35.0,254311.0,427599.0,118936.0,235494.0,2.0,3.0,8.0,0.0,
1987,Sarjana,Sendiri,187881072.0,0.0,0.0,26.0,254733.0,1608534.0,262465.0,160638.0,1.0,2.0,7.0,0.0,
1994,SMA,Sendiri,176052140.0,0.0,0.0,62.0,56535.0,1297303.0,70177.0,194468.0,2.0,7.0,12.0,0.0,
1983,Sarjana,Menikah,165383816.0,0.0,0.0,40.0,42536.0,616262.0,45656.0,51559.0,2.0,6.0,7.0,0.0,
1952,Doktor,Menikah,153110000.0,0.0,0.0,53.0,232645.0,483497.0,311542.0,4046.0,0.0,11.0,7.0,0.0,2013-12-13
1958,Sarjana,Rencana Menikah,141627175.0,0.0,0.0,28.0,255296.0,521390.0,110770.0,42708.0,3.0,8.0,12.0,0.0,
1968,Sarjana,Rencana Menikah,165360139.0,0.0,0.0,87.0,48247.0,561685.0,125056.0,47254.0,1.0,8.0,6.0,0.0,
1973,Sarjana,Menikah,155123000.0,0.0,1.0,67.0,22253.0,265013.0,74851.0,22253.0,0.0,2.0,5.0,0.0,2012-12-01
1956,Sarjana,Menikah,76613607.0,1.0,1.0,85.0,1847.0,25375.0,6508.0,2154.0,1.0,0.0,3.0,0.0,
1989,Magister,Rencana Menikah,184357690.0,0.0,0.0,92.0,289503.0,1292204.0,197921.0,191255.0,2.0,4.0,6.0,0.0,
1969,Sarjana,Rencana Menikah,138772978.0,0.0,1.0,81.0,28297.0,98165.0,43938.0,23708.0,4.0,7.0,6.0,,
1974,Sarjana,Sendiri,82398026.0,1.0,0.0,20.0,11737.0,102284.0,15228.0,21297.0,2.0,4.0,2.0,,
1967,,Rencana Menikah,119789478.0,0.0,1.0,9.0,6288.0,276783.0,97583.0,173192.0,4.0,5.0,9.0,0.0,
1969,Magister,Rencana Menikah,168990956.0,0.0,0.0,,69792.0,794662.0,145538.0,128907.0,1.0,3.0,10.0,0.0,
1949,Doktor,Menikah,101262000.0,0.0,0.0,93.0,12138.0,129472.0,8092.0,,0.0,6.0,4.0,0.0,2013-04-19
1988,SMP,Rencana Menikah,,1.0,0.0,39.0,10939.0,18926.0,14640.0,22732.0,0.0,1.0,1.0,0.0,
1979,Sarjana,Rencana Menikah,180614091.0,0.0,0.0,82.0,45693.0,312249.0,198483.0,259194.0,,7.0,8.0,0.0,
1982,Sarjana,Sendiri,37650558.0,1.0,0.0,72.0,1688.0,3810.0,0.0,2185.0,1.0,0.0,3.0,0.0,
1973,Magister,Sendiri,79391654.0,1.0,0.0,7.0,95.0,117894.0,13938.0,,1.0,3.0,0.0,0.0,
1970,Sarjana,Menikah,172873133.0,0.0,0.0,3.0,177674.0,927348.0,191521.0,358509.0,0.0,7.0,5.0,0.0,
1960,Sarjana,Rencana Menikah,109535671.0,0.0,1.0,98.0,12208.0,127918.0,10836.0,1782.0,4.0,8.0,4.0,0.0,
1971,,Menikah,77005000.0,0.0,1.0,0.0,6069.0,22253.0,2023.0,10115.0,0.0,1.0,4.0,0.0,2014-03-05
1971,Magister,Rencana Menikah,174189007.0,0.0,0.0,64.0,134702.0,638934.0,112231.0,72276.0,0.0,7.0,9.0,0.0,
1975,Magister,Rencana Menikah,163703538.0,0.0,0.0,62.0,24584.0,872278.0,108384.0,162277.0,2.0,4.0,4.0,0.0,
1978,Magister,Menikah,90782328.0,1.0,1.0,21.0,9145.0,13218.0,12803.0,5487.0,5.0,0.0,2.0,0.0,
1951,Sarjana,Rencana Menikah,66412000.0,1.0,1.0,59.0,8092.0,38437.0,16184.0,,4.0,5.0,,0.0,2013-07-15
1960,Sarjana,Rencana Menikah,135986424.0,0.0,1.0,38.0,51559.0,366085.0,40904.0,15700.0,3.0,8.0,,0.0,
1952,SMP,Sendiri,31437152.0,0.0,1.0,80.0,31793.0,,40133.0,,6.0,1.0,1.0,0.0,
1974,Sarjana,Rencana Menikah,78638083.0,1.0,0.0,8.0,4472.0,32561.0,894.0,0.0,1.0,3.0,2.0,0.0,
1995,Sarjana,Sendiri,140733000.0,0.0,0.0,23.0,30345.0,,279174.0,212415.0,0.0,6.0,13.0,0.0,2014-03-06
1984,Magister,Sendiri,84455528.0,0.0,0.0,30.0,,351216.0,113626.0,79959.0,1.0,5.0,8.0,0.0,
1952,SMP,Sendiri,31462835.0,,1.0,81.0,29069.0,2252.0,37011.0,11390.0,6.0,1.0,1.0,0.0,
1960,Magister,Rencana Menikah,35731000.0,1.0,1.0,91.0,4046.0,,0.0,6069.0,7.0,3.0,2.0,0.0,2014-02-16
1984,Sarjana,,179128161.0,0.0,0.0,26.0,154633.0,1410376.0,,247646.0,0.0,7.0,9.0,0.0,
1984,SMA,Menikah,31299799.0,1.0,0.0,19.0,,69506.0,10303.0,913.0,6.0,6.0,3.0,1.0,
1982,Sarjana,Menikah,140368124.0,0.0,0.0,13.0,44506.0,923996.0,243250.0,58918.0,1.0,3.0,8.0,0.0,
1948,SMP,Menikah,51925000.0,0.0,0.0,91.0,50575.0,149702.0,277151.0,97104.0,4.0,3.0,5.0,0.0,2012-11-03
1958,Sarjana,Cerai,126979637.0,0.0,1.0,38.0,114863.0,451487.0,83943.0,66609.0,7.0,8.0,7.0,0.0,
1984,Sarjana,Menikah,150231579.0,0.0,0.0,90.0,166724.0,865141.0,107154.0,200189.0,1.0,9.0,7.0,0.0,
1970,Sarjana,Cerai,86161000.0,0.0,1.0,91.0,0.0,115311.0,2023.0,0.0,5.0,7.0,3.0,0.0,2012-10-10
1974,Magister,Rencana Menikah,168562367.0,0.0,0.0,56.0,44718.0,801072.0,189044.0,120269.0,0.0,2.0,10.0,0.0,
1966,Doktor,Sendiri,74372000.0,1.0,1.0,58.0,6069.0,14161.0,0.0,10115.0,0.0,1.0,1.0,0.0,2013-05-12
1980,Sarjana,Rencana Menikah,80003000.0,1.0,0.0,95.0,0.0,44506.0,8092.0,8092.0,0.0,3.0,2.0,0.0,2013-12-05
1980,Sarjana,Sendiri,162207168.0,0.0,0.0,,262837.0,,350352.0,10675.0,1.0,5.0,5.0,0.0,
1955,Doktor,Cerai,62848000.0,0.0,1.0,0.0,0.0,0.0,6069.0,4046.0,3.0,1.0,1.0,0.0,2013-07-30
1994,SMA,Sendiri,49830166.0,1.0,0.0,68.0,1600.0,62312.0,5113.0,3512.0,0.0,5.0,0.0,0.0,
1965,Sarjana,Sendiri,140519065.0,0.0,0.0,12.0,18087.0,88604.0,32686.0,22901.0,0.0,8.0,4.0,0.0,
1960,Magister,Rencana Menikah,192652639.0,0.0,0.0,60.0,152539.0,1604447.0,142186.0,119428.0,0.0,,7.0,0.0,
1990,Sarjana,,92132000.0,,0.0,71.0,22253.0,60690.0,34391.0,,0.0,0.0,2.0,0.0,2014-02-07
1969,SMA,Rencana Menikah,118597973.0,0.0,1.0,41.0,39545.0,192415.0,123140.0,107679.0,0.0,9.0,9.0,0.0,
1983,Magister,Menikah,77632000.0,1.0,0.0,51.0,8092.0,60690.0,6069.0,2023.0,3.0,1.0,1.0,0.0,2013-10-01
1950,Sarjana,Cerai,121322000.0,0.0,0.0,32.0,28322.0,206346.0,269059.0,34391.0,0.0,4.0,2.0,0.0,2013-11-16
1966,Doktor,Menikah,86346000.0,1.0,1.0,66.0,0.0,60690.0,2023.0,0.0,7.0,7.0,4.0,0.0,2012-10-07
1970,Doktor,Rencana Menikah,74969000.0,1.0,0.0,10.0,6069.0,30345.0,0.0,0.0,0.0,4.0,2.0,0.0,2014-02-28
1959,Doktor,Sendiri,70754192.0,1.0,1.0,40.0,3278.0,24638.0,9961.0,1381.0,4.0,5.0,6.0,0.0,
1980,Magister,Sendiri,169656690.0,0.0,0.0,69.0,168968.0,1256914.0,78013.0,128328.0,1.0,6.0,6.0,0.0,
1965,SMA,Menikah,139063099.0,0.0,0.0,,154225.0,357705.0,177180.0,202176.0,1.0,7.0,6.0,0.0,
1961,Sarjana,Menikah,175378000.0,0.0,,69.0,58667.0,1537480.0,64736.0,,2.0,8.0,12.0,0.0,2013-04-17
1963,Sarjana,Menikah,86675000.0,0.0,,103.0,22253.0,180047.0,40460.0,18207.0,4.0,4.0,12.0,0.0,2013-07-05
1991,SMA,Sendiri,64059087.0,1.0,0.0,14.0,16064.0,37663.0,8032.0,1308.0,2.0,2.0,2.0,0.0,
1988,Sarjana,Sendiri,138739573.0,0.0,0.0,18.0,6660.0,918469.0,,,0.0,2.0,5.0,,
1953,Sarjana,Menikah,180644833.0,0.0,1.0,102.0,31093.0,630996.0,41660.0,2401.0,3.0,0.0,7.0,0.0,
1965,Doktor,Sendiri,107825622.0,,1.0,52.0,1491.0,13308.0,8944.0,11180.0,2.0,2.0,6.0,0.0,
1991,SMA,Sendiri,104893200.0,,,31.0,68866.0,448366.0,62963.0,70834.0,7.0,7.0,3.0,0.0,
1972,SMA,Sendiri,103049939.0,0.0,0.0,65.0,27447.0,184624.0,25320.0,36039.0,4.0,7.0,5.0,0.0,
1970,Sarjana,Rencana Menikah,37576690.0,0.0,0.0,37.0,2219.0,37812.0,4242.0,2936.0,2.0,2.0,,,
1966,Doktor,Menikah,165912000.0,0.0,0.0,95.0,206346.0,1630538.0,32368.0,135541.0,0.0,,8.0,0.0,2013-11-24
1980,SMP,Menikah,,0.0,0.0,0.0,,25174.0,14169.0,17300.0,0.0,0.0,2.0,0.0,
1961,Sarjana,Rencana Menikah,76472934.0,1.0,1.0,90.0,3593.0,44267.0,6741.0,,1.0,2.0,2.0,0.0,
1984,Sarjana,Rencana Menikah,77066367.0,1.0,0.0,42.0,717.0,45418.0,6656.0,31616.0,0.0,2.0,4.0,0.0,
1958,Sarjana,Rencana Menikah,131774000.0,0.0,0.0,,345933.0,1646722.0,50575.0,,3.0,2.0,,0.0,2013-01-11
1986,Sarjana,Rencana Menikah,151517000.0,0.0,0.0,6.0,56644.0,1399916.0,428876.0,50575.0,2.0,5.0,4.0,0.0,2013-02-17
1964,Magister,Rencana Menikah,166365509.0,0.0,0.0,54.0,96993.0,895794.0,289735.0,35416.0,1.0,0.0,12.0,0.0,
1961,Magister,Rencana Menikah,33084000.0,1.0,1.0,97.0,2023.0,30345.0,0.0,4046.0,3.0,3.0,6.0,0.0,2014-02-15
1954,Sarjana,Sendiri,,0.0,0.0,79.0,69212.0,987500.0,188964.0,148237.0,0.0,3.0,5.0,0.0,
1981,Magister,Rencana Menikah,164921611.0,0.0,0.0,23.0,40460.0,806333.0,48513.0,43446.0,0.0,4.0,,0.0,
1979,SMA,Rencana Menikah,126713985.0,0.0,0.0,29.0,67766.0,605508.0,185927.0,224502.0,1.0,4.0,10.0,0.0,
1969,Sarjana,Sendiri,185250893.0,,0.0,57.0,58907.0,656115.0,189186.0,153099.0,,6.0,7.0,0.0,
1961,Sarjana,Menikah,166347507.0,0.0,0.0,62.0,150873.0,1667519.0,235766.0,,0.0,8.0,10.0,0.0,
1963,Doktor,Sendiri,46578000.0,1.0,1.0,99.0,2023.0,16184.0,2023.0,0.0,6.0,1.0,5.0,0.0,2014-05-26
1962,Sarjana,Sendiri,85031207.0,1.0,1.0,6.0,2088.0,152114.0,26037.0,35238.0,6.0,5.0,5.0,0.0,
1978,SMA,Rencana Menikah,35881130.0,0.0,,7.0,17316.0,21929.0,16669.0,17923.0,0.0,4.0,2.0,,
1972,,Rencana Menikah,136711000.0,0.0,1.0,70.0,16184.0,301427.0,50575.0,22253.0,2.0,6.0,6.0,0.0,2014-03-04
1960,Sarjana,Menikah,43316241.0,1.0,0.0,30.0,2246.0,18896.0,7198.0,5615.0,0.0,2.0,4.0,0.0,
1971,Doktor,,135072273.0,0.0,0.0,45.0,6006.0,910683.0,56122.0,126653.0,4.0,8.0,11.0,0.0,
1973,Magister,Menikah,77127000.0,1.0,0.0,64.0,14161.0,34391.0,10115.0,0.0,3.0,0.0,2.0,0.0,2013-12-30
1951,Sarjana,Cerai,131636000.0,0.0,1.0,81.0,258944.0,441014.0,165886.0,16184.0,1.0,6.0,15.0,0.0,2013-05-21
1955,Sarjana,Sendiri,152138143.0,0.0,0.0,31.0,158617.0,336355.0,110889.0,74313.0,3.0,10.0,3.0,0.0,
1973,SMA,Menikah,46953491.0,1.0,0.0,91.0,,44294.0,20320.0,60.0,2.0,2.0,4.0,0.0,
1965,Magister,Sendiri,130501481.0,0.0,0.0,14.0,13775.0,184608.0,13621.0,8014.0,2.0,5.0,8.0,0.0,
1956,Sarjana,,79620374.0,0.0,1.0,74.0,3228.0,101079.0,9556.0,6457.0,1.0,4.0,,0.0,
1972,Sarjana,Sendiri,48512549.0,1.0,0.0,18.0,11268.0,29648.0,10071.0,24972.0,1.0,3.0,3.0,0.0,
1973,Sarjana,,,,0.0,60.0,12138.0,,24276.0,18207.0,2.0,3.0,2.0,0.0,2014-02-07
1961,,Menikah,82114101.0,1.0,1.0,47.0,10115.0,237434.0,408.0,35519.0,7.0,6.0,4.0,0.0,
1976,Sarjana,Menikah,69367375.0,1.0,0.0,65.0,8814.0,29934.0,7345.0,10283.0,1.0,1.0,,0.0,
1974,Sarjana,Menikah,31808839.0,,0.0,93.0,7542.0,42627.0,3149.0,33697.0,7.0,7.0,5.0,0.0,
1985,Magister,Rencana Menikah,183833530.0,0.0,0.0,80.0,152968.0,,108599.0,96829.0,2.0,6.0,9.0,,
1957,Magister,Menikah,160417215.0,0.0,0.0,55.0,25228.0,1207413.0,138493.0,62457.0,0.0,2.0,9.0,0.0,
1957,Sarjana,Menikah,156840823.0,0.0,0.0,30.0,,,177304.0,215298.0,,6.0,7.0,0.0,
1971,Sarjana,Rencana Menikah,72683513.0,1.0,0.0,16.0,17716.0,140843.0,8950.0,10115.0,3.0,4.0,3.0,0.0,
1965,Sarjana,Menikah,37631000.0,1.0,1.0,51.0,0.0,50575.0,,4046.0,4.0,3.0,1.0,0.0,2014-01-26
1962,Magister,Cerai,113048111.0,0.0,1.0,46.0,7904.0,133555.0,4907.0,10115.0,3.0,10.0,4.0,0.0,
1978,Doktor,Rencana Menikah,105210841.0,0.0,1.0,58.0,8222.0,319826.0,17619.0,24145.0,1.0,1.0,8.0,0.0,
1967,Sarjana,Rencana Menikah,81073544.0,1.0,0.0,32.0,4960.0,201704.0,7215.0,32135.0,4.0,5.0,2.0,,
1973,SMA,Menikah,190397914.0,,0.0,11.0,80895.0,449800.0,183849.0,227691.0,0.0,7.0,8.0,0.0,
1971,SMA,Cerai,103411000.0,0.0,0.0,95.0,105196.0,473382.0,202300.0,206346.0,4.0,6.0,8.0,0.0,2012-08-17
1967,Sarjana,Sendiri,93297936.0,0.0,1.0,40.0,10008.0,48232.0,10611.0,2839.0,4.0,5.0,4.0,0.0,
1957,Sarjana,Cerai,97386041.0,0.0,1.0,64.0,4252.0,50893.0,260.0,8123.0,3.0,8.0,6.0,0.0,
1985,SMP,Menikah,42638597.0,1.0,0.0,52.0,9942.0,,21438.0,26077.0,2.0,1.0,4.0,0.0,
